id,name,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,state_fullname
2051,William David Whetstone,2017-02-03,shot,gun,33.0,M,W,Hickory,NC,False,attack,Not fleeing,True,-81.365,35.749,True,North Carolina
2052,Jamake Cason Thomas,2017-02-03,shot,gun,22.0,M,B,Rowland,NC,False,attack,Car,False,,,True,North Carolina
2053,Daniel McMasters,2017-02-03,shot,gun,38.0,M,W,Grafton,WV,False,attack,Not fleeing,False,-80.034,39.334,True,West Virginia
2054,Marco A. Gomez,2017-02-03,shot,,26.0,M,H,Forest Park,IL,False,other,Car,False,-87.805,41.876,True,Illinois
2055,Daniel Loren Rucker,2017-02-03,shot,gun,45.0,M,W,Irving,TX,False,other,Not fleeing,False,-96.938,32.864,True,Texas
2056,Johnnie J. Harris,2017-02-04,shot,gun,68.0,M,B,Kansas City,MO,False,attack,Not fleeing,False,-94.569,38.983,True,Missouri
2057,Thomas Scott Henry,2017-02-04,shot,gun,56.0,M,W,DeLand,FL,True,attack,Not fleeing,False,-81.416,28.971,True,Florida
2058,Peter Torres,2017-02-04,shot,unarmed,23.0,M,H,Moultrie,GA,False,other,Not fleeing,False,-83.771,31.082,True,Georgia
2059,Nana Adomako,2017-02-05,shot,unarmed,45.0,M,B,Fremont,CA,True,attack,Not fleeing,False,-121.994,37.541,True,California
2060,Shelly Porter,2017-02-05,shot,gun,41.0,M,B,Englewood,OH,True,attack,Not fleeing,True,-84.28,39.86,True,Ohio
2061,Andrew Byrd,2017-02-05,shot,,33.0,M,H,Pueblo,CO,False,other,Not fleeing,True,-104.639,38.251,True,Colorado
2062,Jerome Allen,2017-02-06,shot,toy weapon,22.0,M,B,Jacksonville,FL,False,attack,Not fleeing,False,-81.677,30.343,True,Florida
2063,Cole Wooley,2017-02-06,shot,gun,50.0,M,B,Commerce City,CO,True,attack,Not fleeing,False,-104.911,39.804,True,Colorado
2064,Gerardo Vasquez,2017-02-06,shot and Tasered,knife,52.0,M,H,Santa Monica,CA,True,attack,Foot,False,-118.455,34.027,True,California
2065,Bradley Nelson,2017-02-07,shot,gun,35.0,M,W,Mt. Pleasant,TN,True,attack,Car,False,-87.217,35.519,True,Tennessee
2066,Curtis Jamal Deal,2017-02-07,shot,gun,18.0,M,B,Baltimore,MD,False,other,Other,True,-76.647,39.287,True,Maryland
2067,Richard Latimer,2017-02-07,shot,gun,34.0,M,W,Howland Township,OH,False,attack,Not fleeing,False,-80.744,41.237,True,Ohio
2068,Kenneth B. Huntzinger,2017-02-07,shot,,51.0,M,W,Richmond,KY,False,other,,False,-84.259,37.674,True,Kentucky
2069,Alex Christopher Davis,2017-02-07,shot and Tasered,piece of wood,18.0,M,W,Jackson County,AL,False,other,Not fleeing,False,-85.807,34.695,True,Alabama
2070,Donald Parker,2017-02-08,shot,gun,29.0,M,W,Brookville,IN,False,other,Not fleeing,False,-85.013,39.428,True,Indiana
2071,Henry James Hunter,2017-02-08,shot,knife,34.0,M,N,Anadarko,OK,False,other,,False,-98.246,35.082,True,Oklahoma
2072,Chad Robertson,2017-02-08,shot,unarmed,25.0,M,B,Chicago,IL,False,other,Foot,False,-87.64,41.879,True,Illinois
2073,Quanice Derrick Hayes,2017-02-09,shot,toy weapon,17.0,M,B,Portland,OR,False,other,Foot,False,-122.578,45.536,True,Oregon
2074,,2017-02-09,shot,undetermined,,M,,Crownpoint,NM,False,undetermined,,False,-108.136,35.68,True,New Mexico
2075,Vincent Palma,2017-02-09,shot and Tasered,unarmed,26.0,M,W,Geneva Township,OH,False,other,Not fleeing,False,-80.916,41.804,True,Ohio
2076,Juan Salinas,2017-02-09,shot and Tasered,knife,33.0,M,H,Lake Stevens,WA,True,other,Not fleeing,False,-122.088,47.979,True,Washington
2077,Justin Burton,2017-02-10,shot,knife,25.0,M,W,Vancouver,WA,False,other,Foot,False,-122.613,45.652,True,Washington
2078,Jocques Scott Clemmons,2017-02-10,shot,gun,31.0,M,B,Nashville,TN,False,other,Foot,False,-86.76,36.168,True,Tennessee
2079,Kadhar Bailey,2017-02-10,shot,,25.0,M,W,Vassalboro,ME,False,other,,False,-69.666,44.416,True,Maine
2080,Ambroshia Fagre,2017-02-10,shot,unarmed,18.0,F,W,Vassalboro,ME,False,other,,False,-69.666,44.416,True,Maine
2081,James Stephen McMullen,2017-02-10,shot,gun,45.0,M,W,Bethany,OK,False,attack,Not fleeing,False,-97.66,35.508,True,Oklahoma
2082,Carlos Keith Blackman,2017-02-10,shot,gun,25.0,M,B,Greensboro,NC,False,attack,Other,True,-79.867,36.037,True,North Carolina
2083,Darryl L. Fuqua,2017-02-10,shot,gun,23.0,M,B,Bridgeton,NJ,False,other,Foot,False,-75.229,39.419,True,New Jersey
2084,Michelle Robey,2017-02-10,shot and Tasered,knife,55.0,F,W,Chicago,IL,True,attack,Not fleeing,False,-87.689,41.952,True,Illinois
2085,Jason Robert Mendez,2017-02-11,shot,gun,37.0,M,W,Greenville,SC,False,other,Not fleeing,False,-82.372,34.801,True,South Carolina
2086,Pekelo Sanchez,2017-02-11,shot,,33.0,M,A,Aiea,HI,False,other,Car,False,-157.94,21.387,True,Hawaii
2087,Alonzo E. Ashley,2017-02-11,shot,gun,27.0,M,B,Kansas City,MO,False,attack,Not fleeing,False,-94.507,38.918,True,Missouri
2088,William A. Young,2017-02-11,shot,metal stick,32.0,M,W,Louisville,KY,True,attack,Not fleeing,True,-85.78,38.2,True,Kentucky
2089,,2017-02-12,shot,,,M,,Terrell,TX,False,other,Other,False,-96.356,32.739,True,Texas
2090,Willard Eugene Scott,2017-02-12,shot,gun,31.0,M,B,Durham,NC,False,other,Other,False,-78.906,36.022,True,North Carolina
2091,Bryan Devin Carreno,2017-02-12,shot,knife,26.0,M,H,Santa Barbara,CA,True,other,Foot,False,-119.752,34.449,True,California
2092,Brandon S. Lambert,2017-02-13,shot,,32.0,M,W,Knoxville,TN,False,attack,Car,False,-84.16,35.899,True,Tennessee
2093,Drey Krause,2017-02-13,shot,gun,53.0,M,W,Golden Shores,AZ,False,attack,Not fleeing,False,-114.496,34.767,True,Arizona
2094,Raynard Burton,2017-02-13,shot,unarmed,19.0,M,B,Detroit,MI,False,attack,Other,False,-83.129,42.377,True,Michigan
2095,Michael Lee Morris,2017-02-14,shot,knife,53.0,M,W,Columbus,OH,True,other,Not fleeing,False,-83.075,39.947,True,Ohio
2096,David Zimmerman,2017-02-14,shot,gun,35.0,M,W,Vincennes,IN,False,other,Other,False,-87.528,38.652,True,Indiana
2097,Steven C. Oliger,2017-02-14,shot,gun,64.0,M,W,Shelbyville,IN,False,attack,Not fleeing,False,-85.794,39.498,True,Indiana
2098,Kenneth Lee Bailey,2017-02-15,shot,gun,24.0,M,B,Durham,NC,False,attack,Foot,False,-78.878,36.027,True,North Carolina
2099,Andrew McClendon,2017-02-15,shot,knife,33.0,M,W,Cape Girardeau,MO,False,other,Not fleeing,False,-89.575,37.316,True,Missouri
2100,Mauro Garnica,2017-02-15,shot,unknown weapon,55.0,M,H,Newman,CA,False,attack,Not fleeing,False,-121.013,37.32,True,California
2101,Kadeem Torres,2017-02-16,shot,gun,17.0,M,B,Brooklyn,NY,False,attack,Foot,False,-73.876,40.673,True,New York
2102,Joseph Tamayo,2017-02-16,shot,gun,48.0,M,H,San Antonio,TX,False,attack,Not fleeing,False,-98.532,29.366,True,Texas
2103,Jimmy Briggs,2017-02-16,shot,gun,21.0,M,B,Gardena,CA,False,attack,Foot,False,-118.297,33.903,True,California
2104,Jonathon  Daniel Simmons,2017-02-16,shot,gun,22.0,M,W,Douglas City,CA,False,other,Not fleeing,False,,,True,California
2105,Joshua Henry,2017-02-17,shot,unarmed,30.0,M,W,Grand Prarie,TX,True,attack,Not fleeing,True,-96.997,32.717,True,Texas
2106,David English,2017-02-17,shot,knife,34.0,M,W,Tulsa,OK,True,attack,Not fleeing,False,-95.869,36.015,True,Oklahoma
2107,Jean R. Valescot,2017-02-17,shot,gun,35.0,M,B,Big Lake,AK,False,attack,Not fleeing,False,,,True,Alaska
2108,Jesse Enjaian,2017-02-17,shot,gun,32.0,M,W,Oakland,CA,False,attack,Not fleeing,False,-122.154,37.755,True,California
2109,Chance David Baker,2017-02-18,shot,toy weapon,22.0,M,B,Portland,ME,True,other,Not fleeing,False,-70.28,43.653,True,Maine
2110,Keo Crockett,2017-02-18,shot,gun,46.0,M,B,Efland,NC,False,attack,Not fleeing,False,-79.219,36.132,True,North Carolina
2111,Christopher Carter,2017-02-19,shot,knife,27.0,M,B,Kent,OH,False,attack,Not fleeing,False,-81.387,41.16,True,Ohio
2112,Sergio Reyes,2017-02-19,shot,toy weapon,18.0,M,H,New York,NY,False,attack,Foot,False,-73.92,40.702,True,New York
2113,Kyle Riggs,2017-02-19,shot,gun,33.0,M,W,Bull Shoals,AR,False,attack,Not fleeing,False,,,True,Arkansas
2114,Manuel Encinas,2017-02-19,shot,gun,26.0,M,H,Tucson,AZ,False,attack,Not fleeing,False,-110.959,32.074,True,Arizona
2115,Jason Fanning,2017-02-20,shot,unarmed,27.0,M,W,St. Joseph,MO,False,attack,Not fleeing,False,-94.836,39.765,True,Missouri
2116,Taylor Hodge,2017-02-20,shot and Tasered,knife,26.0,M,W,Brooksville,FL,True,attack,Not fleeing,False,-82.336,28.504,True,Florida
2117,Douglas Michael Smith,2017-02-21,shot,gun,51.0,M,W,Beaverton,OR,True,other,Not fleeing,False,-122.852,45.505,True,Oregon
2118,Don Clark,2017-02-21,shot,gun,63.0,M,B,St. Louis,MO,False,attack,Not fleeing,False,-90.232,38.583,True,Missouri
2119,Nicolas Sanchez,2017-02-21,shot,gun,38.0,M,H,Roy,UT,False,attack,Not fleeing,True,-112.026,41.184,True,Utah
2120,Bartolo Justice Sambrano,2017-02-21,shot,gun,25.0,M,H,Ogden,UT,False,attack,Not fleeing,True,-111.973,41.225,True,Utah
2121,Misael Macias Cano,2017-02-21,shot,gun,39.0,M,H,Colorado Springs,CO,False,other,Other,False,-104.776,38.854,True,Colorado
2122,Medger Blake,2017-02-22,shot,knife,41.0,M,B,Conroe,TX,False,attack,Not fleeing,False,-95.493,30.245,True,Texas
2123,Kyle Copson,2017-02-22,shot,knife,26.0,M,W,Princeton,WV,True,other,Not fleeing,False,-81.055,37.361,True,West Virginia
2124,Morgan London Rankins,2017-02-22,shot,knife,30.0,F,B,Austin,TX,True,other,Car,False,-97.816,30.197,True,Texas
2125,David Lee Montano,2017-02-23,shot,gun,33.0,M,H,Newton,KS,False,attack,Not fleeing,False,-95.161,29.69,True,Kansas
2126,Kenneth Robertson,2017-02-23,shot,gun,54.0,M,,Fairfax,OK,False,attack,Not fleeing,False,-96.704,36.573,True,Oklahoma
2127,Jimmie Patton,2017-02-23,shot,gun,38.0,M,W,Columbus,OH,False,attack,Not fleeing,False,-82.985,39.932,True,Ohio
2128,Steven Valenzuela,2017-02-23,shot,gun,24.0,M,H,Reno,NV,False,other,Foot,False,-119.816,39.528,True,Nevada
2129,Timothy Lionel Williams,2017-02-23,shot,gun,47.0,M,B,Washington,DC,False,attack,Foot,True,-76.984,38.902,True,
2130,Michael T. Stoudt,2017-02-24,shot,gun,62.0,M,W,Reading,PA,False,attack,Not fleeing,False,-75.914,40.331,True,Pennsylvania
2131,Joey Isgrigg,2017-02-24,shot,gun,30.0,M,W,London,KY,True,attack,Not fleeing,False,-83.99,37.091,True,Kentucky
2132,Jacqueline Cheyanne Johnson,2017-02-24,shot,gun,33.0,F,W,Lake Jackson,TX,False,attack,Car,False,-95.436,29.051,True,Texas
2133,Lorenzo Antoine Cruz,2017-02-25,shot,toy weapon,23.0,M,B,Rocklin,CA,True,attack,Foot,False,-121.258,38.827,True,California
2134,William Dwayne Darby,2017-02-25,shot,gun,39.0,M,W,Lumpkin,GA,False,attack,Car,False,-84.806,32.049,True,Georgia
2135,Jacob Taulbee,2017-02-26,shot,knife,41.0,M,W,Englewood,FL,False,other,Not fleeing,False,-82.292,26.94,True,Florida
2136,Evin Sanna Olsen,2017-02-26,shot,vehicle,46.0,F,W,Ripon,CA,False,other,Car,False,-121.115,37.739,True,California
2137,Barry Michael Zumwalt,2017-02-26,shot,gun,36.0,M,W,Aragonite,UT,True,other,Not fleeing,False,-112.985,40.736,True,Utah
2138,James Leroy Marker,2017-02-26,shot,gun,66.0,M,W,Floral City,FL,False,other,Car,False,,,True,Florida
2139,Joey J. Bridges,2017-02-27,shot,gun,27.0,M,W,Shelby,NC,True,attack,Foot,False,-81.543,35.27,True,North Carolina
2140,Shawn M. Igers,2017-02-27,shot,gun,40.0,M,W,Corning,WI,False,attack,Not fleeing,False,-89.865,45.12,True,Wisconsin
2141,Earl Riley,2017-02-28,shot,gun,25.0,M,B,Houston,TX,False,attack,Not fleeing,False,-95.538,29.651,True,Texas
2142,Christopher Redding,2017-02-28,shot,gun,20.0,M,B,Orlando,FL,False,attack,Foot,False,-81.411,28.489,True,Florida
2143,Jose Olivares,2017-02-28,shot,gun,43.0,M,H,Houma,LA,True,other,Not fleeing,False,-90.7,29.586,True,Louisiana
2144,Epthen Lamont Johnson,2017-03-01,shot,knife,40.0,M,B,Lufkin,TX,False,attack,Not fleeing,True,-94.728,31.356,True,Texas
2145,John Hall,2017-03-02,shot,gun,33.0,M,W,Rib Mountain,WI,True,attack,Not fleeing,False,-89.643,44.917,True,Wisconsin
2146,Isidro Bazan Jr,2017-03-02,shot,baseball bat,34.0,M,H,San Marcos,CA,False,other,Not fleeing,False,-117.143,33.135,True,California
2147,Michael Cisneros,2017-03-02,shot,toy weapon,27.0,M,H,Phoenix,AZ,False,attack,Not fleeing,False,-112.069,33.451,True,Arizona
2148,Rafael Navarro-Garcia,2017-03-02,shot,gun,25.0,M,H,Reno,NV,False,attack,Not fleeing,False,-119.789,39.497,True,Nevada
2149,Ramon Andrade,2017-03-02,shot,knife,37.0,M,H,Paterson,NJ,True,other,Not fleeing,False,-74.165,40.901,True,New Jersey
2150,Michael Kocher,2017-03-03,shot,gun,32.0,M,W,Englewood,CO,True,other,Not fleeing,False,-104.99,39.664,True,Colorado
2151,Dave Phoenix,2017-03-03,shot,toy weapon,25.0,M,N,Lemoore,CA,False,attack,Not fleeing,False,-119.763,36.232,True,California
2152,George Lee Seeton,2017-03-04,shot,,38.0,M,W,Oklahoma City,OK,False,attack,Car,True,-97.496,35.432,True,Oklahoma
2153,Joseph Scott Inabinet,2017-03-04,shot,gun,50.0,M,W,Fountain Inn,SC,True,attack,Not fleeing,False,-82.181,34.731,True,South Carolina
2154,Edward Manning,2017-03-04,shot,metal object,26.0,M,W,Cabazon,CA,False,other,Foot,False,-116.814,33.926,True,California
2155,Alejandro Valencia Mendez,2017-03-04,shot and Tasered,pipe,70.0,M,H,Los Angeles,CA,False,other,Not fleeing,False,-118.257,34.041,True,California
2156,Roy Dale Evans,2017-03-07,shot,unarmed,38.0,M,W,Medina,OH,False,other,Car,False,-81.787,41.161,True,Ohio
2157,Dennis Todd Rogers,2017-03-07,shot and Tasered,sharp object,41.0,M,B,Ladera Heights,CA,True,other,Not fleeing,False,-118.365,33.987,True,California
2158,Frank W. Wratny,2017-03-08,shot,gun,91.0,M,W,Union Township,PA,False,attack,Not fleeing,False,-79.998,40.259,True,Pennsylvania
2159,,2017-03-08,shot,knife,,M,,Riverside,CA,False,other,Not fleeing,False,-117.331,33.892,True,California
2160,Iaroslav Mosiiuk,2017-03-08,shot,gun,25.0,M,W,Charlotte,NC,True,other,Not fleeing,False,-80.833,35.26,True,North Carolina
2161,Steven Schiltz,2017-03-09,shot,baseball bat and bottle,29.0,M,W,Huntington Beach,CA,True,other,Not fleeing,False,-118.003,33.701,True,California
2162,Jesus Alberto Geney,2017-03-09,shot and Tasered,knife,24.0,M,H,Santa Clara,CA,True,other,,False,-121.963,37.362,True,California
2163,Damon Seitz,2017-03-10,shot,gun,40.0,M,W,Escondido,CA,True,attack,Not fleeing,False,-117.034,33.145,True,California
2164,Mark Robert Carlberg,2017-03-11,shot,gun,51.0,M,W,Midlothian,TX,False,attack,Not fleeing,False,-97.003,32.427,True,Texas
2165,Brandon Wiley,2017-03-11,shot,gun,30.0,M,B,East Baton Rouge,LA,False,attack,,False,-91.009,30.44,True,Louisiana
2166,Manuel Gonzalez,2017-03-12,shot,knife,28.0,M,H,Bellingham,WA,False,attack,Foot,True,-122.475,48.751,True,Washington
2167,Michael Anthony Perez,2017-03-12,shot and Tasered,knife,33.0,M,H,Orange,CA,True,other,Not fleeing,False,-117.853,33.809,True,California
2168,Luke O. Stewart,2017-03-13,shot,,23.0,M,B,Euclid,OH,False,other,,True,-81.531,41.6,True,Ohio
2169,Noel Aaron Russell,2017-03-13,shot,knife,23.0,M,W,Napa,CA,True,other,Not fleeing,False,-122.275,38.285,True,California
2170,Rashad Daquan Opher,2017-03-13,shot,,20.0,M,B,Woodlawn,MD,False,other,Other,True,-76.727,39.322,True,Maryland
2171,Christopher Apostolos,2017-03-14,shot,unarmed,56.0,M,W,Toms River,NJ,True,attack,,False,-74.212,39.957,True,New Jersey
2172,Ryan L. Rosa,2017-03-14,shot,,36.0,M,W,Fife,WA,False,attack,Not fleeing,False,-122.364,47.239,True,Washington
2173,Alexander Meltz,2017-03-14,shot,gun,18.0,M,W,Westminster,CO,False,attack,Not fleeing,False,-105.042,39.9,True,Colorado
2174,Shawn Anthony Dumitras,2017-03-14,shot,gun,43.0,M,W,Panama City Beach,FL,False,attack,,False,-85.892,30.225,True,Florida
2175,"Elena ""Ebbie"" Mondragon",2017-03-14,shot,unarmed,16.0,F,H,Hayward,CA,False,other,,False,-122.065,37.661,True,California
2176,Cordale Quinn Handy,2017-03-15,shot,gun,29.0,M,B,St. Paul,MN,False,other,Not fleeing,False,-93.067,44.961,True,Minnesota
2177,Todd Munson,2017-03-15,shot,,25.0,M,W,Phoenix,AZ,False,other,Car,False,-112.117,33.784,True,Arizona
2178,Frederick Ricardo Brown,2017-03-16,shot,gun,34.0,M,B,Warren,MI,False,attack,Not fleeing,False,-83.006,42.5,True,Michigan
2179,Jermaine Claybrooks,2017-03-16,shot,gun,32.0,M,B,Milwaukee,WI,False,other,Not fleeing,True,-87.934,43.106,True,Wisconsin
2180,Daniel Donarski,2017-03-16,shot,gun,58.0,M,W,Deltona,FL,True,attack,Not fleeing,False,-81.16,28.882,True,Florida
2181,Rodney James Hess,2017-03-16,shot,,36.0,M,B,Alamo,TN,True,attack,Not fleeing,True,-89.161,35.797,True,Tennessee
2182,Patrick Earl Gatson,2017-03-16,shot and Tasered,gun,32.0,M,B,Fayetteville,NC,False,attack,Not fleeing,False,-78.875,35.066,True,North Carolina
2183,Brentant M. Lahey,2017-03-17,shot,knife,25.0,M,W,Presque Isle,ME,False,other,Not fleeing,False,-68.035,46.699,True,Maine
2184,Nancy Jane Lewellyn,2017-03-17,shot,toy weapon,59.0,F,W,Lakeland,TN,True,attack,Not fleeing,False,-89.728,35.212,True,Tennessee
2185,Desmond Phillips,2017-03-17,shot and Tasered,knife,25.0,M,B,Chico,CA,True,other,Not fleeing,False,-121.845,39.725,True,California
2186,Kevin C. Perry,2017-03-18,shot,gun,25.0,M,W,Wichita,KS,False,attack,Not fleeing,False,-97.309,37.624,True,Kansas
2187,Benjamin Christian Barnes,2017-03-18,shot,gun,42.0,M,W,Boise,ID,False,attack,Not fleeing,False,-116.196,43.639,True,Idaho
2188,Jason Dennis Watkins,2017-03-18,shot,,36.0,M,W,Cedartown,GA,False,other,Car,False,-85.154,34.051,True,Georgia
2189,Clifton Knickmeyer,2017-03-19,shot,gun,59.0,M,W,Affton,MO,False,attack,Other,False,-90.298,38.543,True,Missouri
2190,Alteria Woods,2017-03-19,shot,unarmed,21.0,F,B,Gifford,FL,False,other,Not fleeing,False,-80.421,27.675,True,Florida
2191,Trevor Allen Brice Gingras,2017-03-19,shot,gun,19.0,M,W,Cape Canaveral,FL,False,attack,Foot,False,-80.602,28.392,True,Florida
2192,Mario Simoes,2017-03-19,shot,gun,45.0,M,H,DeLand,FL,True,other,Car,False,-81.3,29.057,True,Florida
2193,,2017-03-19,shot,knife,,M,,Desert Hot Springs,CA,False,attack,Not fleeing,False,-116.443,33.925,True,California
2194,Charles Harris,2017-03-22,shot,knife,42.0,M,W,Booneville,KY,False,other,Not fleeing,False,-83.663,37.472,True,Kentucky
2195,Don Johnson,2017-03-22,shot,gun,27.0,M,B,Crowley,LA,False,attack,Not fleeing,False,-92.356,30.209,True,Louisiana
2196,Nengmy Vang,2017-03-22,shot,gun,45.0,M,A,Weston,WI,False,attack,,False,-89.577,44.913,True,Wisconsin
2197,William Stokes,2017-03-23,shot,machete,51.0,M,B,Des Moines,WA,True,other,Not fleeing,False,-122.31,47.393,True,Washington
2198,Eddie Davis,2017-03-23,shot,knife,42.0,M,B,Sheridan,AR,False,attack,Car,False,-92.239,34.318,True,Arkansas
2199,Francisco Valdez,2017-03-23,shot,knife,24.0,M,H,Phoenix,AZ,False,attack,Not fleeing,False,-112.198,33.452,True,Arizona
2200,Reno Joseph Owens,2017-03-24,shot,knife,39.0,M,B,Baltimore,MD,True,other,Not fleeing,True,-76.646,39.302,True,Maryland
2201,Austin Tyler Macon,2017-03-24,shot,gun,18.0,M,W,Cottonwood,CA,False,attack,Not fleeing,False,-122.281,40.328,True,California
2202,Matthew Gambaro,2017-03-24,shot,gun,26.0,M,H,Cisco,TX,False,other,Foot,False,-98.979,32.375,True,Texas
2203,Fred Barragan,2017-03-25,shot,gun,35.0,M,H,Los Angeles,CA,False,other,Foot,False,-118.211,34.044,True,California
2204,Edward Paul Parienlla,2017-03-26,shot,gun,53.0,M,W,Anderson,CA,False,attack,Not fleeing,False,-122.29,40.45,True,California
2205,Michael Hornibrook,2017-03-26,shot,gun,54.0,M,W,Little Rock,AR,False,attack,Foot,False,-92.268,34.748,True,Arkansas
2206,Justin Quincy Smith,2017-03-26,shot,gun,36.0,M,W,Wasilla,AK,False,attack,Other,False,-149.45,61.581,True,Alaska
2207,David Eric Ufferman,2017-03-26,shot,unarmed,56.0,M,W,Delray Beach,FL,True,attack,Not fleeing,False,-80.083,26.461,True,Florida
2208,Steven Hopwood,2017-03-27,shot,gun,51.0,M,W,Lewisburg,TN,False,attack,Not fleeing,False,-86.793,35.429,True,Tennessee
2209,Pryor Spencer Bailey,2017-03-27,shot,gun,45.0,M,W,Columbus,MS,False,attack,Car,False,-88.435,33.503,True,Mississippi
2210,Richard Alexander Tilley,2017-03-27,shot,knife,28.0,M,W,Montgomery Village,MD,False,other,Not fleeing,True,-77.205,39.17,True,Maryland
2211,Peter J. Doffin,2017-03-28,shot,gun,36.0,M,W,Lafayette,IN,False,attack,Car,False,-86.638,40.466,True,Indiana
2212,Lee Pat Milks,2017-03-28,shot,gun,73.0,M,W,Manistee,MI,False,attack,Not fleeing,False,-86.329,44.245,True,Michigan
2213,Daniel Hendrix,2017-03-29,shot,gun,26.0,M,W,Chattanooga,TN,False,other,Not fleeing,False,-85.232,35.021,True,Tennessee
2214,Troy Boyle,2017-03-29,shot,gun,41.0,M,W,Stockton,IL,False,attack,Car,False,-90.014,42.35,True,Illinois
2215,Doyle Wayne Johnson,2017-03-29,shot,gun,59.0,M,W,Byars,OK,False,attack,Car,False,-97.052,34.872,True,Oklahoma
2216,Leroy Brown,2017-03-29,shot,undetermined,28.0,M,B,New Castle,DE,False,other,Car,False,-75.567,39.678,True,Delaware
2217,Fred Ratliff,2017-03-29,shot,gun,45.0,M,W,Lawrenceburg,KY,False,attack,Not fleeing,False,-85.146,37.964,True,Kentucky
2218,Dennis Wasson,2017-03-29,shot,,27.0,M,W,Whitewright,TX,False,other,Car,False,-96.296,33.523,True,Texas
2219,Christopher Angelo Pizzichetta,2017-03-30,shot,,46.0,M,W,Cranbury Township,NJ,False,other,Car,False,-74.492,40.309,True,New Jersey
2220,Marcus Williams,2017-04-01,shot,gun,34.0,M,B,Cantonment,FL,False,attack,Foot,False,-87.292,30.558,True,Florida
2221,Phosowath Sengphong,2017-04-01,shot,knife,30.0,M,A,New Iberia,LA,False,other,,False,-91.84,30.012,True,Louisiana
2222,Jose Antonio Hernandez,2017-04-03,shot and Tasered,gun,46.0,M,H,Pendleton,SC,True,other,Not fleeing,True,-82.786,34.663,True,South Carolina
2223,Rogelio Vidal Landa,2017-04-04,shot,unarmed,47.0,M,H,Bakersfield,CA,False,other,Foot,False,-119.005,35.276,True,California
2224,Michael Maldonado,2017-04-04,shot,,32.0,M,H,Houston,TX,False,attack,Car,False,-95.398,29.896,True,Texas
2225,Stephen Connard Ferry,2017-04-04,shot,gun,65.0,M,W,Napa,CA,False,attack,Car,False,-122.316,38.311,True,California
2226,Michael Alcaraz,2017-04-05,shot,gun,19.0,M,H,Goshen,IN,False,attack,Car,False,-85.816,41.576,True,Indiana
2227,Austin Dakota Snyder,2017-04-05,shot,,22.0,M,W,Little Rock,AR,False,other,,False,-92.395,34.744,True,Arkansas
2228,Christopher Wade,2017-04-06,shot,toy weapon,39.0,M,B,Westerville,OH,True,attack,Not fleeing,False,-82.947,40.115,True,Ohio
2229,Benjamin Ailstock,2017-04-06,shot,gun,38.0,M,W,Madison Township,OH,True,attack,Not fleeing,False,-81.051,41.833,True,Ohio
2230,Glenn Watenpool,2017-04-06,shot,gun,68.0,M,W,Bradenton,FL,False,attack,Not fleeing,False,-82.568,27.439,True,Florida
2231,Richard Xavier Summers,2017-04-06,shot,gun,49.0,M,B,Largo,FL,False,attack,Not fleeing,False,,,True,Florida
2232,Kenneth Francis,2017-04-06,shot,gun,37.0,M,B,Newark,NJ,False,attack,Not fleeing,False,-74.202,40.716,True,New Jersey
2233,Jeffrey Lynn Curry,2017-04-07,shot,gun,33.0,M,A,Kyle,SD,False,attack,Car,False,-102.177,43.425,True,South Dakota
2234,Gregory Kever,2017-04-08,shot,knife,25.0,M,W,Eau Claire,WI,False,other,Not fleeing,False,-91.539,44.825,True,Wisconsin
2235,Jose Gonzales Rendon,2017-04-09,shot,knife,36.0,M,H,Santa Paula,CA,False,attack,Not fleeing,False,-119.071,34.349,True,California
2236,William Baker,2017-04-09,shot,gun,36.0,M,,Ontario,CA,False,other,Not fleeing,False,-117.611,34.078,True,California
2237,Jeffrey Findlay,2017-04-10,shot,gun,30.0,M,W,Cleveland,OH,False,other,Not fleeing,False,-81.71,41.454,True,Ohio
2238,,2017-04-10,shot,gun,39.0,M,B,Houston,TX,False,other,Foot,True,-95.45,29.862,True,Texas
2239,Zelalem Eshetu Ewnetu,2017-04-12,shot,gun,28.0,M,B,Los Angeles,CA,False,other,Not fleeing,False,-118.247,33.954,True,California
2240,Erik Pamias,2017-04-13,shot,,28.0,M,W,Avondale,AZ,False,other,Not fleeing,False,-112.341,33.461,True,Arizona
2241,Charles Johnston,2017-04-13,shot,gun,25.0,M,W,Udall,KS,False,attack,Car,False,-97.151,37.321,True,Kansas
2242,Thomas Gezotis,2017-04-13,shot,gun,57.0,M,W,Suffield,CT,False,other,,False,-72.614,41.999,True,Connecticut
2243,Charles Shands,2017-04-14,shot,gun,33.0,M,W,Spanaway,WA,True,other,Car,False,-122.355,47.084,True,Washington
2244,Ivan Wilson,2017-04-14,shot,knife,24.0,M,N,Mandan,ND,False,other,Not fleeing,False,-100.89,46.827,True,North Dakota
2245,,2017-04-14,shot,gun,,M,,Paterson,NJ,True,attack,Not fleeing,False,-74.154,40.923,True,New Jersey
2246,Olugbalah Ridley,2017-04-15,shot,gun,33.0,M,B,West Memphis,AR,False,attack,,False,-90.153,35.154,True,Arkansas
2247,David Airth,2017-04-15,shot,knife,56.0,M,W,Newport Beach,CA,False,other,Not fleeing,False,-117.948,33.626,True,California
